alpha,type_token_ratio,hapax_ratio,mid_range_ratio,mandelbrot_offset,word_count,label
0.5343483257766884,0.5934959349593496,0.44986449864498645,0.4715447154471545,0.27100271002710025,369,0
0.5513861465867137,0.5658914728682171,0.4315245478036176,0.4470284237726098,0.3023255813953488,387,0
0.5721048510895514,0.5544303797468354,0.41012658227848103,0.4506329113924051,0.28860759493670884,395,0
0.5873838518967752,0.5465994962216625,0.4282115869017632,0.42317380352644834,0.3148614609571788,397,0
0.6083666077772346,0.5388471177944862,0.40350877192982454,0.42857142857142855,0.2907268170426065,399,0
0.5683142341972661,0.5676392572944297,0.3978779840848806,0.47745358090185674,0.23872679045092837,377,0
0.5878204561738022,0.5526992287917738,0.39845758354755784,0.455012853470437,0.2647814910025707,389,0
0.5772554126153677,0.5567010309278351,0.4175257731958763,0.44329896907216493,0.2757731958762887,388,0
0.563416023045055,0.5717884130982368,0.44584382871536526,0.4508816120906801,0.28967254408060455,397,0
0.5993888810377566,0.5370843989769821,0.4040920716112532,0.4194373401534527,0.3248081841432225,391,0
0.6006329717400695,0.5368956743002544,0.37659033078880405,0.44783715012722647,0.28498727735368956,393,0
0.5364566447234499,0.5613496932515337,0.450920245398773,0.4110429447852761,0.37116564417177916,326,0
0.6260171017510284,0.525,0.36666666666666664,0.4111111111111111,0.28055555555555556,360,0
0.7044866053090489,0.44881889763779526,0.2650918635170604,0.3753280839895013,0.25196850393700787,381,0
0.6295625013333251,0.5257452574525745,0.36585365853658536,0.42005420054200543,0.23848238482384823,369,0
0.6453571944124837,0.5130208333333334,0.3619791666666667,0.4088541666666667,0.2526041666666667,384,0
0.6041367095466302,0.5449871465295629,0.3856041131105398,0.4524421593830334,0.2493573264781491,389,0
0.6223763937170205,0.5260416666666666,0.3880208333333333,0.4088541666666667,0.3046875,384,0
0.6346929267785717,0.5217391304347826,0.37084398976982097,0.4219948849104859,0.2557544757033248,391,0
0.6054638502229477,0.5452196382428941,0.3875968992248062,0.4496124031007752,0.24031007751937986,387,0
0.6522677746936283,0.5051282051282051,0.3487179487179487,0.41025641025641024,0.2743589743589744,390,0
0.6222671599580528,0.5282051282051282,0.3717948717948718,0.43333333333333335,0.2717948717948718,390,0
0.6632975840082619,0.49622166246851385,0.3677581863979849,0.3778337531486146,0.31738035264483627,397,0
0.6352159846077163,0.5164556962025316,0.36455696202531646,0.42025316455696204,0.2911392405063291,395,0
0.6126079745667029,0.5340314136125655,0.36649214659685864,0.44502617801047123,0.2591623036649215,382,0
0.6690115393743771,0.49473684210526314,0.3473684210526316,0.38421052631578945,0.2736842105263158,380,0
0.6357698990316856,0.5177664974619289,0.37055837563451777,0.41624365482233505,0.2868020304568528,394,0
0.6626058282022551,0.4949238578680203,0.3299492385786802,0.41116751269035534,0.24111675126903553,394,0
0.6295589715723847,0.5242966751918159,0.37851662404092073,0.4194373401534527,0.27365728900255754,391,0
0.5883257584975216,0.5583756345177665,0.4086294416243655,0.4593908629441624,0.2512690355329949,394,0
0.6622964622506095,0.4948186528497409,0.34974093264248707,0.3860103626943005,0.3134715025906736,386,0
0.6687290099576155,0.48267326732673266,0.31435643564356436,0.4084158415841584,0.2896039603960396,404,0
0.6769652098493577,0.48157248157248156,0.32186732186732187,0.4004914004914005,0.28746928746928746,407,0
0.6407821516180134,0.49747474747474746,0.30808080808080807,0.4393939393939394,0.2727272727272727,396,0
0.6478535861321044,0.5066666666666667,0.352,0.4,0.29333333333333333,375,0
0.6507268831531462,0.5051813471502591,0.34196891191709844,0.41450777202072536,0.26424870466321243,386,0
0.6364179966605886,0.5086848635235732,0.3424317617866005,0.4317617866004963,0.28287841191067,403,0
0.6775577009685182,0.463768115942029,0.28743961352657005,0.4033816425120773,0.2946859903381642,414,0
0.6474661740907072,0.5037406483790524,0.3566084788029925,0.40648379052369077,0.3117206982543641,401,0
0.6770499536787135,0.4839506172839506,0.32592592592592595,0.4,0.2716049382716049,405,0
0.6488624527236938,0.49282296650717705,0.32057416267942584,0.430622009569378,0.284688995215311,418,0
0.6650222740567647,0.48866498740554154,0.3249370277078086,0.40554156171284633,0.2795969773299748,397,0
0.6549035217892805,0.4911392405063291,0.32151898734177214,0.41265822784810124,0.29873417721518986,395,0
0.6637945809670831,0.48507462686567165,0.30845771144278605,0.417910447761194,0.27114427860696516,402,0
0.6198432306450808,0.524390243902439,0.36097560975609755,0.44878048780487806,0.275609756097561,410,0
0.6644877848296197,0.486284289276808,0.3192019950124688,0.4089775561097257,0.2892768079800499,401,0
0.6645663685206694,0.48048780487804876,0.3,0.4219512195121951,0.28292682926829266,410,0
0.6737713034129797,0.4841075794621027,0.33007334963325186,0.39853300733496333,0.29095354523227385,409,0
0.6924613589637094,0.45496535796766746,0.2702078521939954,0.4133949191685912,0.24018475750577367,433,0
0.6669445709051905,0.4733009708737864,0.28398058252427183,0.42475728155339804,0.2669902912621359,412,0
0.6726358336286586,0.4849246231155779,0.33668341708542715,0.3869346733668342,0.31155778894472363,398,0
0.652629069774378,0.5012345679012346,0.3432098765432099,0.41728395061728396,0.27901234567901234,405,0
0.7023539882799382,0.4583333333333333,0.2965686274509804,0.3799019607843137,0.3112745098039216,408,0
0.6551784258141632,0.5037593984962406,0.37343358395989973,0.38847117794486213,0.2957393483709273,399,0
0.6733753571247185,0.48157894736842105,0.32105263157894737,0.38421052631578945,0.3157894736842105,380,0
0.6976185974432987,0.4721549636803874,0.3414043583535109,0.36561743341404357,0.29055690072639223,413,0
0.6759834598111377,0.47560975609756095,0.3,0.4121951219512195,0.2780487804878049,410,0
0.6069592036372645,0.5213032581453634,0.3408521303258145,0.45614035087719296,0.2756892230576441,399,0
0.681330921792273,0.4775,0.3225,0.3875,0.28,400,0
0.6421554552822056,0.5125,0.3675,0.4125,0.2875,400,0
0.5609148823397063,0.5674300254452926,0.43765903307888043,0.44783715012722647,0.30025445292620867,393,0
0.5897813359330039,0.5376884422110553,0.41959798994974873,0.41457286432160806,0.3417085427135678,398,0
0.616223559497515,0.5367088607594936,0.4050632911392405,0.42025316455696204,0.2810126582278481,395,0
0.6507923674851405,0.5038167938931297,0.3460559796437659,0.4122137404580153,0.28498727735368956,393,0
0.6053468229342127,0.5372750642673522,0.37789203084832906,0.44473007712082263,0.27249357326478146,389,0
0.636209315461792,0.5178571428571429,0.37244897959183676,0.413265306122449,0.29081632653061223,392,0
0.5883073934416156,0.5498721227621484,0.3887468030690537,0.46035805626598464,0.26854219948849106,391,0
0.6172634559711807,0.5374331550802139,0.3877005347593583,0.42513368983957217,0.24064171122994651,374,0
0.6274630144982432,0.5269922879177378,0.3856041131105398,0.41645244215938304,0.2699228791773779,389,0
0.5937693726457276,0.5429292929292929,0.4116161616161616,0.42676767676767674,0.31313131313131315,396,0
0.5958109382355908,0.5454545454545454,0.4090909090909091,0.43434343434343436,0.29797979797979796,396,0
0.6503396165612851,0.5,0.3730964467005076,0.37817258883248733,0.3426395939086294,394,0
0.6194599043952321,0.5263157894736842,0.39348370927318294,0.41353383458646614,0.3057644110275689,399,0
0.6658917128672757,0.4948186528497409,0.3549222797927461,0.38082901554404147,0.30569948186528495,386,0
0.5793280803658558,0.5615384615384615,0.43333333333333335,0.43846153846153846,0.28974358974358977,390,0
0.6288352282939843,0.5217391304347826,0.3836317135549872,0.4092071611253197,0.2966751918158568,391,0
0.6116700687589718,0.5308641975308642,0.38271604938271603,0.43703703703703706,0.2814814814814815,405,0
0.6726368494002776,0.48711340206185566,0.34536082474226804,0.37628865979381443,0.31958762886597936,388,0
0.6577578239485933,0.5,0.35051546391752575,0.39690721649484534,0.2860824742268041,388,0
0.6093187381333595,0.5376623376623376,0.36883116883116884,0.45194805194805193,0.23636363636363636,385,0
0.630336143936647,0.5215189873417722,0.3721518987341772,0.42278481012658226,0.2607594936708861,395,0
0.6163688066815894,0.533678756476684,0.38341968911917096,0.43005181347150256,0.27979274611398963,386,0
0.6139421764715274,0.5292620865139949,0.3842239185750636,0.42493638676844786,0.30025445292620867,393,0
0.5815297884206142,0.5597964376590331,0.4300254452926209,0.4402035623409669,0.2875318066157761,393,0
0.605675613614971,0.544973544973545,0.4021164021164021,0.42857142857142855,0.2777777777777778,378,0
0.6282674779580457,0.5187032418952618,0.3640897755610973,0.428927680798005,0.2942643391521197,401,0
0.6830694547395781,0.47435897435897434,0.30256410256410254,0.39487179487179486,0.26666666666666666,390,0
0.6432715556775956,0.5139240506329114,0.3594936708860759,0.42025316455696204,0.2607594936708861,395,0
0.6382924441723097,0.5203045685279187,0.3883248730964467,0.4035532994923858,0.2817258883248731,394,0
0.6731085847930988,0.48556430446194226,0.32545931758530183,0.3884514435695538,0.2992125984251969,381,0
0.5814735648117838,0.5546448087431693,0.4453551912568306,0.4207650273224044,0.32786885245901637,366,0
0.575833033482669,0.5583126550868487,0.4292803970223325,0.4441687344913151,0.3027295285359802,403,0
